DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240106084,01/29/2024 12:00:00 AM,12/24/2023 12:00:00 AM,0845,01,Central,0166,2,354,THEFT OF IDENTITY,0930,44,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500 E  7TH                          ST,,34.0421,-118.2469
240115735,07/24/2024 12:00:00 AM,12/07/2023 12:00:00 AM,1320,01,Central,0142,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,47,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,400 S  FIGUEROA                     ST,,34.0535,-118.256
240106861,02/09/2024 12:00:00 AM,12/08/2023 12:00:00 AM,1500,01,Central,0101,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0361 0603 1300 1822 1309 0917 0319 0334,61,M,W,104,DRIVEWAY,307,VEHICLE,IC,Invest Cont,230,,,,1000    FIGUEROA                     TR,,34.0684,-118.2449
240105104,01/17/2024 12:00:00 AM,12/14/2023 12:00:00 AM,1700,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1306 1609 1300 1302 0344 1307,26,M,C,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240105653,01/23/2024 12:00:00 AM,12/04/2023 12:00:00 AM,1115,01,Central,0128,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0913,53,F,O,108,PARKING LOT,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,100 N  JUDGE JOHN AISO              ST,,34.0504,-118.2409
240108380,03/02/2024 12:00:00 AM,12/02/2023 12:00:00 AM,1930,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,24,M,A,102,SIDEWALK,,,IC,Invest Cont,440,,,,700 S  HOPE                         ST,,34.048,-118.2577
240110276,04/14/2024 12:00:00 AM,07/09/2023 12:00:00 AM,2359,01,Central,0195,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,1600 S  BROADWAY,,34.0342,-118.2636
240108595,03/05/2024 12:00:00 AM,12/19/2023 12:00:00 AM,1531,01,Central,0119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,CESAR E CHAVEZ               AV,N  VIGNES                       ST,34.0566,-118.2318
240108390,03/03/2024 12:00:00 AM,09/18/2023 12:00:00 AM,2359,01,Central,0182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,S  HILL                         ST,W  OLYMPIC                      BL,34.0402,-118.2598
240104748,01/11/2024 12:00:00 AM,11/04/2023 12:00:00 AM,2005,01,Central,0111,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,22,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,956,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
240105729,01/25/2024 12:00:00 AM,01/25/2023 12:00:00 AM,1115,01,Central,0139,2,354,THEFT OF IDENTITY,0928,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 E  4TH                          PL,,34.0454,-118.2333
240106685,02/07/2024 12:00:00 AM,08/23/2023 12:00:00 AM,1656,01,Central,0152,1,648,ARSON,,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,648,,,,00600 W  5TH                          ST,,34.0502,-118.2539
240104158,01/02/2024 12:00:00 AM,12/31/2023 12:00:00 AM,2315,01,Central,0159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,26,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600    IMPERIAL                     ST,,34.0382,-118.2316
240104792,01/12/2024 12:00:00 AM,12/02/2023 12:00:00 AM,2200,01,Central,0156,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,0,M,O,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
240106705,02/07/2024 12:00:00 AM,11/22/2023 12:00:00 AM,1320,01,Central,0185,2,354,THEFT OF IDENTITY,0934 0377 0930,28,F,W,101,STREET,,,IC,Invest Cont,354,,,,9TH                          ST,MAIN,34.0423,-118.2561
240106674,01/09/2024 12:00:00 AM,06/03/2023 12:00:00 AM,0258,01,Central,0159,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,38,M,F,207,BAR/COCKTAIL/NIGHTCLUB,,,AO,Adult Other,956,,,,600 S  SANTA FE                     AV,,34.0383,-118.2305
240106173,01/30/2024 12:00:00 AM,04/01/2023 12:00:00 AM,1200,01,Central,0166,1,310,BURGLARY,1606 0344 1218,66,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
240104215,01/04/2024 12:00:00 AM,12/27/2023 12:00:00 AM,2100,01,Central,0191,1,310,BURGLARY,0344 1822,67,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1400    WRIGHT                       ST,,34.0396,-118.2726
240104112,01/02/2024 12:00:00 AM,12/28/2023 12:00:00 AM,2200,01,Central,0164,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0400 0344 1206,31,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,600 S  SPRING                       ST,,34.046,-118.251
240109758,03/30/2024 12:00:00 AM,09/12/2023 12:00:00 AM,1730,01,Central,0135,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,100 W  2ND                          ST,,34.051,-118.2445
240104445,01/06/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1106,01,Central,0185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,19,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,900 S  BROADWAY,,34.0423,-118.2561
240105231,01/18/2024 12:00:00 AM,10/03/2023 12:00:00 AM,1130,01,Central,0144,2,354,THEFT OF IDENTITY,0923 0924 0935,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 S  MAIN                         ST,,34.0478,-118.2484
240108329,03/02/2024 12:00:00 AM,12/23/2023 12:00:00 AM,1200,01,Central,0131,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
240105038,01/16/2024 12:00:00 AM,08/23/2023 12:00:00 AM,2305,01,Central,0152,2,354,THEFT OF IDENTITY,0917 0930 0926,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  FLOWER                       ST,,34.0502,-118.2575
240110771,04/27/2024 12:00:00 AM,11/17/2023 12:00:00 AM,1200,01,Central,0182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100 S  HOPE                         ST,,34.0423,-118.263
240105447,01/21/2024 12:00:00 AM,12/28/2023 12:00:00 AM,1200,01,Central,0119,1,310,BURGLARY,0344 1402 1607,45,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,998,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240104190,01/04/2024 12:00:00 AM,12/28/2023 12:00:00 AM,0030,01,Central,0153,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 S  SPRING                       ST,,34.0467,-118.252
240104710,01/11/2024 12:00:00 AM,11/30/2023 12:00:00 AM,0700,01,Central,0124,2,756,WEAPONS POSSESSION/BOMBING,1501,0,X,X,101,STREET,505,EXPLOXIVE DEVICE,IC,Invest Cont,756,,,,ST ANDREWS,DE LONGPRE                   AV,34.0525,-118.2432
240106208,01/31/2024 12:00:00 AM,10/01/2023 12:00:00 AM,1000,01,Central,0165,1,121,"RAPE, FORCIBLE",2060 0500,32,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6TH                          ST,SAN PEDRO,34.0433,-118.2488
240104286,01/04/2024 12:00:00 AM,12/30/2023 12:00:00 AM,2100,01,Central,0155,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,38,M,H,101,STREET,,,IC,Invest Cont,956,,,,200 E  6TH                          ST,,34.0448,-118.2474
240106374,02/01/2024 12:00:00 AM,10/22/2023 12:00:00 AM,1400,01,Central,0161,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,900 W  8TH                          ST,,34.0479,-118.2612
240104455,01/05/2024 12:00:00 AM,12/24/2023 12:00:00 AM,1500,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 0408 2000 0400,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1200 S  HOPE                         ST,,34.0408,-118.2644
240105257,01/19/2024 12:00:00 AM,12/25/2023 12:00:00 AM,0800,01,Central,0128,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,341,,,,SPRING                       ST,1ST                          ST,34.0498,-118.24
240105084,01/17/2024 12:00:00 AM,05/08/2023 12:00:00 AM,0800,01,Central,0174,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  MAIN                         ST,,34.0439,-118.2514
240105367,01/20/2024 12:00:00 AM,09/08/2023 12:00:00 AM,1332,01,Central,0132,2,354,THEFT OF IDENTITY,0928,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  GRAND                        AV,,34.0557,-118.2488
240106083,01/29/2024 12:00:00 AM,11/01/2023 12:00:00 AM,1730,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1307 0344 1300 1302 0358 0329 1609,32,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S  FIGUEROA                     ST,,34.0419,-118.2669
240104372,01/05/2024 12:00:00 AM,12/26/2023 12:00:00 AM,1200,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0377 0321 1300 0344,27,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,W  8TH                          ST,S  GRAND,34.0459,-118.2579
240104731,01/11/2024 12:00:00 AM,11/24/2023 12:00:00 AM,1510,01,Central,0144,2,662,"BUNCO, GRAND THEFT",0701,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,400 S  SPRING                       ST,,34.0488,-118.2483
240104697,01/11/2024 12:00:00 AM,12/30/2023 12:00:00 AM,1315,01,Central,0192,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,102,SIDEWALK,,,IC,Invest Cont,341,,,,1500 S  OLIVE                        ST,,34.0359,-118.2648
240105630,01/23/2024 12:00:00 AM,11/30/2023 12:00:00 AM,1700,01,Central,0129,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,56,F,B,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440,,,,500 E  TEMPLE                       ST,,34.0504,-118.2358
240104144,01/03/2024 12:00:00 AM,01/01/2023 12:00:00 AM,0600,01,Central,0154,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,65,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,500 S  SPRING                       ST,,34.0474,-118.2496
240109353,03/21/2024 12:00:00 AM,07/18/2023 12:00:00 AM,2359,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0325 1602,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,1100 S  MAIN                         ST,,34.0391,-118.2582
240104413,01/06/2024 12:00:00 AM,07/12/2023 12:00:00 AM,1200,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,1218 0913 0448 0509 0531,40,F,O,517,MISSIONS/SHELTERS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
240108891,03/11/2024 12:00:00 AM,12/21/2023 12:00:00 AM,0935,01,Central,0151,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,43,F,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,956,,,,600 S  FIGUEROA                     ST,,34.0511,-118.2597
240104200,01/03/2024 12:00:00 AM,12/23/2023 12:00:00 AM,0300,01,Central,0192,1,330,BURGLARY FROM VEHICLE,0344 0329 1307 1609,24,F,W,102,SIDEWALK,,,IC,Invest Cont,330,,,,1800 S  OLIVE                        ST,,34.0337,-118.2665
240108589,03/05/2024 12:00:00 AM,08/28/2023 12:00:00 AM,2359,01,Central,0157,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,7TH,TOWNE,34.0395,-118.2451
240100514,01/05/2024 12:00:00 AM,12/22/2023 12:00:00 AM,1630,01,Central,0192,1,310,BURGLARY,0344 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1300 S  FLOWER                       ST,,34.0401,-118.2669
240107407,02/18/2024 12:00:00 AM,12/22/2023 12:00:00 AM,1030,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,36,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  GRAND                        AV,,34.0502,-118.2539
240108593,03/05/2024 12:00:00 AM,12/19/2023 12:00:00 AM,1531,01,Central,0119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,341,,,,CESAR E CHAVEZ               AV,N  VIGNES                       ST,34.0566,-118.2318
240104471,01/05/2024 12:00:00 AM,05/04/2023 12:00:00 AM,1130,01,Central,0161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448 0444,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1000 W  8TH                          ST,,34.0487,-118.2627
240105764,01/25/2024 12:00:00 AM,12/23/2023 12:00:00 AM,1600,01,Central,0161,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444 0429 0417 0913,18,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,900 W  7TH                          ST,,34.0494,-118.2599
240108827,03/09/2024 12:00:00 AM,06/09/2023 12:00:00 AM,1705,01,Central,0111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910,27,M,H,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,440,,,,700 N  HILL                         ST,,34.0607,-118.2405
240104642,01/09/2024 12:00:00 AM,10/13/2023 12:00:00 AM,1200,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0404 2028 1420 0325,27,M,H,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240105094,01/17/2024 12:00:00 AM,10/31/2023 12:00:00 AM,1200,01,Central,0161,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344,0,M,O,203,OTHER BUSINESS,,,AO,Adult Other,668,,,,900 W  8TH                          ST,,34.0479,-118.2612
240108389,03/03/2024 12:00:00 AM,07/21/2023 12:00:00 AM,2359,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,W  18TH                         ST,S  FIGUEROA                     ST,34.0359,-118.2711
240105644,01/23/2024 12:00:00 AM,05/20/2023 12:00:00 AM,0730,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,X,X,713,CONVENTION CENTER,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
240104591,01/09/2024 12:00:00 AM,12/22/2023 12:00:00 AM,1148,01,Central,0176,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,700 S  LOS ANGELES                  ST,,34.0432,-118.2504
240106916,02/10/2024 12:00:00 AM,09/01/2023 12:00:00 AM,1200,01,Central,0162,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1903 1906 2041 0347,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
240107660,02/21/2024 12:00:00 AM,12/01/2023 12:00:00 AM,2200,01,Central,0153,1,310,BURGLARY,1607 0344 0913 0358 0329,52,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,500 S  SPRING                       ST,,34.0467,-118.252
240107017,02/12/2024 12:00:00 AM,12/01/2023 12:00:00 AM,1200,01,Central,0181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,40,M,O,713,CONVENTION CENTER,,,IC,Invest Cont,440,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
240106113,01/26/2024 12:00:00 AM,01/26/2023 12:00:00 AM,0640,01,Central,0153,2,888,TRESPASSING,0910 1501,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240120732,11/03/2024 12:00:00 AM,10/21/2023 12:00:00 AM,2200,01,Central,0129,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,67,M,H,101,STREET,,,IC,Invest Cont,331,,,,400    DUCOMMUN                     ST,,34.0527,-118.2373
240106680,02/07/2024 12:00:00 AM,11/19/2023 12:00:00 AM,0300,01,Central,0152,1,648,ARSON,,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,648,,,,00600 W  5TH                          ST,,34.0502,-118.2539
240104634,01/09/2024 12:00:00 AM,12/25/2023 12:00:00 AM,1230,01,Central,0182,1,352,PICKPOCKET,2205 2203 0344,33,M,B,741,STAPLES CENTER *,,,IC,Invest Cont,352,,,,FIGUEROA,OLYMPIC,34.045,-118.264
240107673,02/21/2024 12:00:00 AM,12/24/2023 12:00:00 AM,0505,01,Central,0192,1,480,BIKE - STOLEN,0344 2032,29,M,A,140,BALCONY*,,,IC,Invest Cont,480,,,,1300 S  FIGUEROA                     ST,,34.0406,-118.268
240105822,01/26/2024 12:00:00 AM,11/07/2023 12:00:00 AM,1900,01,Central,0191,1,330,BURGLARY FROM VEHICLE,1300 0344 1307 0321 0358 1302 0329 1609,53,M,B,152,UNDERPASS/BRIDGE*,,,IC,Invest Cont,330,,,,1100 W  PICO                         BL,,34.042,-118.2712
240106244,01/31/2024 12:00:00 AM,12/08/2023 12:00:00 AM,0230,01,Central,0174,2,624,BATTERY - SIMPLE ASSAULT,0444 0429,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  SPRING                       ST,,34.0445,-118.2523
240105225,01/18/2024 12:00:00 AM,12/29/2023 12:00:00 AM,1645,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,26,M,W,102,SIDEWALK,,,IC,Invest Cont,330,,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2434
240110694,04/24/2024 12:00:00 AM,04/14/2023 12:00:00 AM,1202,01,Central,0174,2,354,THEFT OF IDENTITY,0377,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  SPRING                       ST,,34.0445,-118.2523
240104083,01/02/2024 12:00:00 AM,12/30/2023 12:00:00 AM,1400,01,Central,0124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,31,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2ND,MAIN,34.0513,-118.2451
240104406,01/06/2024 12:00:00 AM,12/09/2023 12:00:00 AM,0730,01,Central,0192,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0400,60,M,B,102,SIDEWALK,,,IC,Invest Cont,341,,,,1800 S  HOPE                         ST,,34.0348,-118.2688
240106690,02/07/2024 12:00:00 AM,12/22/2023 12:00:00 AM,1730,01,Central,0163,2,662,"BUNCO, GRAND THEFT",0800 0344,33,F,H,201,JEWELRY STORE,,,IC,Invest Cont,662,,,,300 W  7TH                          ST,,34.0452,-118.2533
240111431,05/14/2024 12:00:00 AM,12/04/2023 12:00:00 AM,1445,01,Central,0111,2,354,THEFT OF IDENTITY,0923,62,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700    CLEVELAND                    ST,,34.0629,-118.2419
240110274,04/14/2024 12:00:00 AM,07/04/2023 12:00:00 AM,2359,01,Central,0154,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,740,,,,100 E  5TH                          ST,,34.0467,-118.2485
240104843,01/13/2024 12:00:00 AM,12/23/2023 12:00:00 AM,2100,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1300 0344,38,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,800 S  GRAND                        AV,,34.0459,-118.2579
240104654,01/10/2024 12:00:00 AM,02/13/2023 12:00:00 AM,1721,01,Central,0141,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1300,0,M,O,203,OTHER BUSINESS,,,AO,Adult Other,668,,,,300 S  FIGUEROA                     ST,,34.0542,-118.2566
240108178,02/29/2024 12:00:00 AM,10/28/2023 12:00:00 AM,0810,01,Central,0162,2,354,THEFT OF IDENTITY,0928,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240106897,02/10/2024 12:00:00 AM,10/10/2023 12:00:00 AM,2200,01,Central,0145,1,121,"RAPE, FORCIBLE",0527 0913 0413,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,100    WINSTON                      ST,,34.0476,-118.2477
240106355,02/01/2024 12:00:00 AM,12/28/2023 12:00:00 AM,2200,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1300 1307 0344 0329,24,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,800 S  HILL                         ST,,34.0462,-118.2585
240105191,01/18/2024 12:00:00 AM,12/17/2023 12:00:00 AM,0916,01,Central,0162,1,520,VEHICLE - ATTEMPT STOLEN,1300 1820,22,M,B,108,PARKING LOT,,,IC,Invest Cont,520,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
240105681,01/24/2024 12:00:00 AM,06/18/2023 12:00:00 AM,1330,01,Central,0154,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0935,36,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,500 S  MAIN                         ST,,34.0467,-118.2485
240104125,01/03/2024 12:00:00 AM,12/03/2023 12:00:00 AM,2200,01,Central,0139,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0446 2000,34,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,200 S  ALAMEDA                      ST,,34.0472,-118.2381
240104132,01/02/2024 12:00:00 AM,01/01/2023 12:00:00 AM,0001,01,Central,0109,2,662,"BUNCO, GRAND THEFT",0344,0,F,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,662,,,,1400 N  BROADWAY,,34.0752,-118.2276
240106511,02/01/2024 12:00:00 AM,11/16/2023 12:00:00 AM,0927,01,Central,0135,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,58,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,300 S  SPRING                       ST,,34.0503,-118.247
240108388,03/03/2024 12:00:00 AM,08/10/2023 12:00:00 AM,2359,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,740,,,,S  OLIVE                        ST,W  PICO                         BL,34.0381,-118.263
240112891,06/15/2024 12:00:00 AM,09/13/2023 12:00:00 AM,1200,01,Central,0156,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500    WALL                         ST,,34.0449,-118.2458
240107929,02/26/2024 12:00:00 AM,03/01/2023 12:00:00 AM,0001,01,Central,0157,2,860,BATTERY WITH SEXUAL CONTACT,0448 0400,18,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
240110476,04/18/2024 12:00:00 AM,11/15/2023 12:00:00 AM,1200,01,Central,0155,1,210,ROBBERY,0344 1822 0416,49,M,B,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,210,,,,5TH                          ST,SAN PEDRO                    ST,34.0448,-118.2474
